reason,new_ministry,news_item_id,title,old_path,new_path
ict-export,과학기술정보통신부,156471044,"정보통신기술(ICT) 수출, 역대 8월 수출액 중 1위 달성",data/2021/2021-09/2021-09-14/069_미분류_정보통신기술_ICT_수출_역대_8월_수출액_중_1위_달성.md,data/2021/2021-09/2021-09-14/069_과학기술정보통신부_정보통신기술_ICT_수출_역대_8월_수출액_중_1위_달성.md
industrial-policy,산업통상자원부,156471311,2021년 8월 자동차산업 월간 동향(잠정),data/2021/2021-09/2021-09-15/065_미분류_2021년_8월_자동차산업_월간_동향_잠정.md,data/2021/2021-09/2021-09-15/065_산업통상자원부_2021년_8월_자동차산업_월간_동향_잠정.md
kcc-committee-result,방송통신위원회,156471329,2021년 제41차 위원회 결과,data/2021/2021-09/2021-09-15/073_미분류_2021년_제41차_위원회_결과.md,data/2021/2021-09/2021-09-15/073_방송통신위원회_2021년_제41차_위원회_결과.md
kcc-committee-result,방송통신위원회,156472223,2021년 제42차 위원회 결과,data/2021/2021-09/2021-09-23/071_미분류_2021년_제42차_위원회_결과.md,data/2021/2021-09/2021-09-23/071_방송통신위원회_2021년_제42차_위원회_결과.md
industrial-policy,산업통상자원부,156472404,"(설명자료)4분기 전기요금 연료비 조정단가는 국제유가 등 연료비 상승 때문으로 탈원전 정책과 무관(조선, 한경, 매경 등 9.24)",data/2021/2021-09/2021-09-24/052_미분류_설명자료_4분기_전기요금_연료비_조정단가는_국제유가_등_연료비_상승_때문으로_탈원전_정책과_무관_조선_한경_매경_등_9_24.md,data/2021/2021-09/2021-09-24/052_산업통상자원부_설명자료_4분기_전기요금_연료비_조정단가는_국제유가_등_연료비_상승_때문으로_탈원전_정책과_무관_조선_한경_매경_등_9_24.md
industrial-policy,산업통상자원부,156473055,‘21년 8월 주요유통업체 매출동향,data/2021/2021-09/2021-09-29/063_미분류_21년_8월_주요유통업체_매출동향.md,data/2021/2021-09/2021-09-29/063_산업통상자원부_21년_8월_주요유통업체_매출동향.md
industrial-policy,산업통상자원부,156473058,세계무역기구(WTO) 오타와그룹 차관 회의 개최,data/2021/2021-09/2021-09-29/066_미분류_세계무역기구_WTO_오타와그룹_차관_회의_개최.md,data/2021/2021-09/2021-09-29/066_산업통상자원부_세계무역기구_WTO_오타와그룹_차관_회의_개최.md
ict-export,과학기술정보통신부,156475064,"정보통신기술(ICT) 수출, 역대 최고 월 수출액 달성",data/2021/2021-10/2021-10-13/068_미분류_정보통신기술_ICT_수출_역대_최고_월_수출액_달성.md,data/2021/2021-10/2021-10-13/068_과학기술정보통신부_정보통신기술_ICT_수출_역대_최고_월_수출액_달성.md
industrial-policy,산업통상자원부,156475503,2021년 9월 자동차산업 동향,data/2021/2021-10/2021-10-15/046_미분류_2021년_9월_자동차산업_동향.md,data/2021/2021-10/2021-10-15/046_산업통상자원부_2021년_9월_자동차산업_동향.md
industrial-policy,산업통상자원부,156476780,(공동-보도)지구촌 기후위기 대응을 위한 메탄 감축 노력에 동참,data/2021/2021-10/2021-10-25/062_미분류_공동_보도_지구촌_기후위기_대응을_위한_메탄_감축_노력에_동참.md,data/2021/2021-10/2021-10-25/062_산업통상자원부_공동_보도_지구촌_기후위기_대응을_위한_메탄_감축_노력에_동참.md
industrial-policy,산업통상자원부,156476806,지구촌 기후위기 대응을 위한 메탄 감축노력에 동참,data/2021/2021-10/2021-10-25/065_미분류_지구촌_기후위기_대응을_위한_메탄_감축노력에_동참.md,data/2021/2021-10/2021-10-25/065_산업통상자원부_지구촌_기후위기_대응을_위한_메탄_감축노력에_동참.md
industrial-policy,산업통상자원부,156477571,‘21년 9월 주요유통업체 매출동향,data/2021/2021-10/2021-10-28/071_미분류_21년_9월_주요유통업체_매출동향.md,data/2021/2021-10/2021-10-28/071_산업통상자원부_21년_9월_주요유통업체_매출동향.md
kcc-committee-result,방송통신위원회,156478697,2021년 제48차 위원회 결과,data/2021/2021-11/2021-11-03/043_미분류_2021년_제48차_위원회_결과.md,data/2021/2021-11/2021-11-03/043_방송통신위원회_2021년_제48차_위원회_결과.md
ict-export,과학기술정보통신부,156480144,"정보통신기술(ICT) 수출, 17개월 연속 증가세 기록",data/2021/2021-11/2021-11-11/062_미분류_정보통신기술_ICT_수출_17개월_연속_증가세_기록.md,data/2021/2021-11/2021-11-11/062_과학기술정보통신부_정보통신기술_ICT_수출_17개월_연속_증가세_기록.md
